Timestamp,Raw_Bytes,Description,Status,Channel,Data1,Data2,Message_Type
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 37","[b0 21 37] CC: Ch1 CC21 Val 37",b0,1,33,55,Control Change
0.002,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.000,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.002,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.000,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.000,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.002,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.002,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.000,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.002,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.000,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.002,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.000,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.002,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 38","[b0 21 38] CC: Ch1 CC21 Val 38",b0,1,33,56,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.000,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.002,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 39","[b0 21 39] CC: Ch1 CC21 Val 39",b0,1,33,57,Control Change
0.000,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.000,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.002,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.002,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.000,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.002,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.000,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.002,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.000,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.002,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.000,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.002,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.000,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.000,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3a","[b0 21 3a] CC: Ch1 CC21 Val 3a",b0,1,33,58,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.000,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.002,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.000,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.000,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.000,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.000,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.000,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.002,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.000,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.000,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.000,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.000,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3b","[b0 21 3b] CC: Ch1 CC21 Val 3b",b0,1,33,59,Control Change
0.000,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.000,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.000,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
