Timestamp,Raw_Bytes,Description,Status,Channel,Data1,Data2,Message_Type
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.000,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3c","[b0 21 3c] CC: Ch1 CC21 Val 3c",b0,1,33,60,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.000,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.002,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.002,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3d","[b0 21 3d] CC: Ch1 CC21 Val 3d",b0,1,33,61,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.000,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.002,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.002,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.000,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.000,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.002,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
0.000,"b0 21 3e","[b0 21 3e] CC: Ch1 CC21 Val 3e",b0,1,33,62,Control Change
0.001,"b0 21 3f","[b0 21 3f] CC: Ch1 CC21 Val 3f",b0,1,33,63,Control Change
